
Rk	team	categories	R1	R2	R3	R4	R5	R6	R7	R8	R9	Pts	Spk	1sts	2nds
TEC CEM Tacos de mixiote	4th	Closing Opposition	View Ballot	Jack MorgensteinⒸ , Jorge Alberto Galindo Jasso
Yale LM	4th	Opening Government	View Ballot	Juanita Hincapié RestrepoⒸ , Andy Yescas , Silin Wei
UCBerkeley Blue	3rd	Opening Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Andy Yescas , Silin Wei
UWODS CL	1st	Closing Government	View Ballot	Juanita Hincapié RestrepoⒸ , Andy Yescas , Silin Wei
/the/ mini eggs !	2nd	Closing Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Andy Yescas , Silin Wei
Queen&#x27;s Annika Tucker	1st	Opening Government	View Ballot	William ZhangⒸ , James Lewis
PandITAM	4th	Opening Opposition	View Ballot	William ZhangⒸ , James Lewis
Stanford BZ	3rd	Closing Government	View Ballot	William ZhangⒸ , James Lewis
Duke SZ	2nd	Closing Opposition	View Ballot	William ZhangⒸ , James Lewis
Rochester IN	1st	Opening Government	View Ballot	Eric TuⒸ , Gianluca Lo Porto , Vanessa Arroyo
Dartmouth C	2nd	Opening Opposition	View Ballot	Eric TuⒸ , Gianluca Lo Porto , Vanessa Arroyo
HH $2.4 Million Settlement	4th	Closing Government	View Ballot	Eric TuⒸ , Gianluca Lo Porto , Vanessa Arroyo
ITESM TOLUCA SS	3rd	Closing Opposition	View Ballot	Eric TuⒸ , Gianluca Lo Porto , Vanessa Arroyo
Stanford BD	2nd	Opening Government	View Ballot	Tanvir ShahriarⒸ , Nathaniel Tesfaye , Preethi Mohan
UBC TB	3rd	Opening Opposition	View Ballot	Tanvir ShahriarⒸ , Nathaniel Tesfaye , Preethi Mohan
Harvard GM	1st	Closing Government	View Ballot	Tanvir ShahriarⒸ , Nathaniel Tesfaye , Preethi Mohan
Harvard HS	4th	Closing Opposition	View Ballot	Tanvir ShahriarⒸ , Nathaniel Tesfaye , Preethi Mohan
Red Raider Debaters	1st	Opening Government	View Ballot	Arturo AubryⒸ , Kenn Jiang
TECTOL-UAEMEX	4th	Opening Opposition	View Ballot	Arturo AubryⒸ , Kenn Jiang
Middlebury SW	2nd	Closing Government	View Ballot	Arturo AubryⒸ , Kenn Jiang
TMX Jose y Luis	3rd	Closing Opposition	View Ballot	Arturo AubryⒸ , Kenn Jiang


team	result	side	ballot	adjudicators
Dartmouth B	1st	Opening Government	View Ballot	Natalia GarcíaⒸ , Sabás Alejandro Colmenares Lasnibat
UCBerkeley AD	2nd	Opening Opposition	View Ballot	Natalia GarcíaⒸ , Sabás Alejandro Colmenares Lasnibat
Dartmouth C	4th	Closing Government	View Ballot	Natalia GarcíaⒸ , Sabás Alejandro Colmenares Lasnibat
Columbia B	3rd	Closing Opposition	View Ballot	Natalia GarcíaⒸ , Sabás Alejandro Colmenares Lasnibat
Middlebury SM	3rd	Opening Government	View Ballot	Isolda VelaⒸ , Arturo Aubry , Eric Tu
TEC CEM Torta de Chilaquil	1st	Opening Opposition	View Ballot	Isolda VelaⒸ , Arturo Aubry , Eric Tu
Stanford KR	4th	Closing Government	View Ballot	Isolda VelaⒸ , Arturo Aubry , Eric Tu
HWS B	2nd	Closing Opposition	View Ballot	Isolda VelaⒸ , Arturo Aubry , Eric Tu
Yale DG	3rd	Opening Government	View Ballot	Meg KandarpaⒸ , Arturo Serrano Borrero , Celine Nghiem
HH Xi Simping	2nd	Opening Opposition	View Ballot	Meg KandarpaⒸ , Arturo Serrano Borrero , Celine Nghiem
Harvard HS	4th	Closing Government	View Ballot	Meg KandarpaⒸ , Arturo Serrano Borrero , Celine Nghiem
MLE Choppa	1st	Closing Opposition	View Ballot	Meg KandarpaⒸ , Arturo Serrano Borrero , Celine Nghiem
Stanford TY	1st	Opening Government	View Ballot	Stephanie ChenⒸ , Brian Conde Martinez , Jasmine Goncalves Piment
ITESM TOLUCA SS	4th	Opening Opposition	View Ballot	Stephanie ChenⒸ , Brian Conde Martinez , Jasmine Goncalves Piment
Duke SZ	2nd	Closing Government	View Ballot	Stephanie ChenⒸ , Brian Conde Martinez , Jasmine Goncalves Piment
McGill LT	3rd	Closing Opposition	View Ballot	Stephanie ChenⒸ , Brian Conde Martinez , Jasmine Goncalves Piment
HH VAMOSSSSSS	2nd	Opening Government	View Ballot	Fernanda Crousillat RayterⒸ , Kira Waldhalm , Vanessa Arroyo
EDS A	1st	Opening Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Kira Waldhalm , Vanessa Arroyo
Stanford AG	4th	Closing Government	View Ballot	Fernanda Crousillat RayterⒸ , Kira Waldhalm , Vanessa Arroyo
maybe I&#x27;m delusional ☝️ debate is 	3rd	Closing Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Kira Waldhalm , Vanessa Arroyo
Californication	3rd	Opening Government	View Ballot	Felix LeonhardtⒸ , Gianluca Lo Porto
Middlebury SG	2nd	Opening Opposition	View Ballot	Felix LeonhardtⒸ , Gianluca Lo Porto
Queen&#x27;s Annika Tucker	4th	Closing Government	View Ballot	Felix LeonhardtⒸ , Gianluca Lo Porto
TMX Azulitos	1st	Closing Opposition	View Ballot	Felix LeonhardtⒸ , Gianluca Lo Porto
2 of Amerikaz Most Wanted	4th	Opening Government	View Ballot	Audrey MelodyⒸ , Anette Xia
USC SW	2nd	Opening Opposition	View Ballot	Audrey MelodyⒸ , Anette Xia
Alberta A	3rd	Closing Government	View Ballot	Audrey MelodyⒸ , Anette Xia
Rochester IN	1st	Closing Opposition	View Ballot	Audrey MelodyⒸ , Anette Xia
Stanford BZ	3rd	Opening Government	View Ballot	Ann TranⒸ , Vallerya Acuna
Yale LM	2nd	Opening Opposition	View Ballot	Ann TranⒸ , Vallerya Acuna
María y Brisa	4th	Closing Government	View Ballot	Ann TranⒸ , Vallerya Acuna
UCBerkeley Blue	1st	Closing Opposition	View Ballot	Ann TranⒸ , Vallerya Acuna
Dartmouth A	1st	Opening Government	View Ballot	Mauricio Jarufe CaballeroⒸ , William Chen
Yale ST	4th	Opening Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , William Chen
Stanford LS	2nd	Closing Government	View Ballot	Mauricio Jarufe CaballeroⒸ , William Chen
Kalavagunta and Lu	3rd	Closing Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , William Chen
TEC CEM Quesadillas &lt;3	2nd	Opening Government	View Ballot	Preethi MohanⒸ , Hayley Cheung
HWS C	4th	Opening Opposition	View Ballot	Preethi MohanⒸ , Hayley Cheung
SCREEE	3rd	Closing Government	View Ballot	Preethi MohanⒸ , Hayley Cheung
HH $2.4 Million Settlement	1st	Closing Opposition	View Ballot	Preethi MohanⒸ , Hayley Cheung
TMX Jose y Luis	3rd	Opening Government	View Ballot	Silin WeiⒸ , James Lewis , Nitin Alagu
TECTOL-UAEMEX	4th	Opening Opposition	View Ballot	Silin WeiⒸ , James Lewis , Nitin Alagu
Technocratic communism	1st	Closing Government	View Ballot	Silin WeiⒸ , James Lewis , Nitin Alagu
TEC CEM Chile Relleno	2nd	Closing Opposition	View Ballot	Silin WeiⒸ , James Lewis , Nitin Alagu
USC LD	4th	Opening Government	View Ballot	Tanvir ShahriarⒸ , Cayden Pocrass , Jack Morgenstein
Queen&#x27;s Lily Larkins	1st	Opening Opposition	View Ballot	Tanvir ShahriarⒸ , Cayden Pocrass , Jack Morgenstein
UCBerkeley XK	3rd	Closing Government	View Ballot	Tanvir ShahriarⒸ , Cayden Pocrass , Jack Morgenstein
UCBerkeley HE	2nd	Closing Opposition	View Ballot	Tanvir ShahriarⒸ , Cayden Pocrass , Jack Morgenstein
USC BK	3rd	Opening Government	View Ballot	Elgin LinⒸ , Greg Kwok , Nathaniel Tesfaye
Last Hurrah	2nd	Opening Opposition	View Ballot	Elgin LinⒸ , Greg Kwok , Nathaniel Tesfaye
Welcome to the Hotel California	4th	Closing Government	View Ballot	Elgin LinⒸ , Greg Kwok , Nathaniel Tesfaye
Paradise City	1st	Closing Opposition	View Ballot	Elgin LinⒸ , Greg Kwok , Nathaniel Tesfaye
UWODS A	4th	Opening Government	View Ballot	Juanita Hincapié RestrepoⒸ , Eric Guadarrama Cruz , William Zhang
Harvard AL	3rd	Opening Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Eric Guadarrama Cruz , William Zhang
Yale NS	1st	Closing Government	View Ballot	Juanita Hincapié RestrepoⒸ , Eric Guadarrama Cruz , William Zhang
Swarthmore A	2nd	Closing Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Eric Guadarrama Cruz , William Zhang
PandITAM	2nd	Opening Government	View Ballot	Justin WuⒸ , Jorge Alberto Galindo Jasso , Kenn Jiang
Red Raider Debaters	4th	Opening Opposition	View Ballot	Justin WuⒸ , Jorge Alberto Galindo Jasso , Kenn Jiang
TEC CEM Tacos de mixiote	3rd	Closing Government	View Ballot	Justin WuⒸ , Jorge Alberto Galindo Jasso , Kenn Jiang
Middlebury SW	1st	Closing Opposition	View Ballot	Justin WuⒸ , Jorge Alberto Galindo Jasso , Kenn Jiang
/the/ mini eggs !	4th	Opening Government	View Ballot	Rohan GodaⒸ , Casey Powell
UWODS CL	3rd	Opening Opposition	View Ballot	Rohan GodaⒸ , Casey Powell
Stanford CT	2nd	Closing Government	View Ballot	Rohan GodaⒸ , Casey Powell
HH Whose gonna carry the boat?!	1st	Closing Opposition	View Ballot	Rohan GodaⒸ , Casey Powell
UBC TB	4th	Opening Government	View Ballot	Serena YuanⒸ , Lelan Hu , Regina Delgado Acevedo
McGill WA	3rd	Opening Opposition	View Ballot	Serena YuanⒸ , Lelan Hu , Regina Delgado Acevedo
Stanford QF	2nd	Closing Government	View Ballot	Serena YuanⒸ , Lelan Hu , Regina Delgado Acevedo
Columbia A	1st	Closing Opposition	View Ballot	Serena YuanⒸ , Lelan Hu , Regina Delgado Acevedo
HWS A	4th	Opening Government	View Ballot	Manuel MachorroⒸ , Andy Yescas , Varun Lodaya
Stanford BD	1st	Opening Opposition	View Ballot	Manuel MachorroⒸ , Andy Yescas , Varun Lodaya
Columbia C	2nd	Closing Government	View Ballot	Manuel MachorroⒸ , Andy Yescas , Varun Lodaya
Queen&#x27;s Nimai Abernethy	3rd	Closing Opposition	View Ballot	Manuel MachorroⒸ , Andy Yescas , Varun Lodaya
California girls, we&#x27;re unforgetta	4th	Opening Government	View Ballot	Pranav AnandⒸ , Daksha Pillai , Emily Zhang
HH The Last Dance	3rd	Opening Opposition	View Ballot	Pranav AnandⒸ , Daksha Pillai , Emily Zhang
McGill RM	1st	Closing Government	View Ballot	Pranav AnandⒸ , Daksha Pillai , Emily Zhang
Harvard GM	2nd	Closing Opposition	View Ballot	Pranav AnandⒸ , Daksha Pillai , Emily Zhang


team	result	side	ballot	adjudicators
PandITAM	3rd	Opening Government	View Ballot	Celine NghiemⒸ , Eric Guadarrama Cruz
María y Brisa	2nd	Opening Opposition	View Ballot	Celine NghiemⒸ , Eric Guadarrama Cruz
HWS C	4th	Closing Government	View Ballot	Celine NghiemⒸ , Eric Guadarrama Cruz
TEC CEM Chile Relleno	1st	Closing Opposition	View Ballot	Celine NghiemⒸ , Eric Guadarrama Cruz
Queen&#x27;s Lily Larkins	4th	Opening Government	View Ballot	Serena YuanⒸ , Daksha Pillai , Isolda Vela
MLE Choppa	3rd	Opening Opposition	View Ballot	Serena YuanⒸ , Daksha Pillai , Isolda Vela
Paradise City	2nd	Closing Government	View Ballot	Serena YuanⒸ , Daksha Pillai , Isolda Vela
California girls, we&#x27;re unforgetta	1st	Closing Opposition	View Ballot	Serena YuanⒸ , Daksha Pillai , Isolda Vela
Middlebury SG	4th	Opening Government	View Ballot	Natalia GarcíaⒸ , Felix Leonhardt , Preethi Mohan
Alberta A	3rd	Opening Opposition	View Ballot	Natalia GarcíaⒸ , Felix Leonhardt , Preethi Mohan
Stanford KR	2nd	Closing Government	View Ballot	Natalia GarcíaⒸ , Felix Leonhardt , Preethi Mohan
Stanford AG	1st	Closing Opposition	View Ballot	Natalia GarcíaⒸ , Felix Leonhardt , Preethi Mohan
Middlebury SM	4th	Opening Government	View Ballot	Jack MorgensteinⒸ , Arturo Aubry , James Lewis
UCBerkeley Blue	2nd	Opening Opposition	View Ballot	Jack MorgensteinⒸ , Arturo Aubry , James Lewis
UCBerkeley AD	3rd	Closing Government	View Ballot	Jack MorgensteinⒸ , Arturo Aubry , James Lewis
Welcome to the Hotel California	1st	Closing Opposition	View Ballot	Jack MorgensteinⒸ , Arturo Aubry , James Lewis
Californication	1st	Opening Government	View Ballot	Emily ZhangⒸ , Brian Conde Martinez
Queen&#x27;s Annika Tucker	2nd	Opening Opposition	View Ballot	Emily ZhangⒸ , Brian Conde Martinez
SCREEE	3rd	Closing Government	View Ballot	Emily ZhangⒸ , Brian Conde Martinez
ITESM TOLUCA SS	4th	Closing Opposition	View Ballot	Emily ZhangⒸ , Brian Conde Martinez
HWS B	2nd	Opening Government	View Ballot	Manuel MachorroⒸ , Eric Tu
Dartmouth B	4th	Opening Opposition	View Ballot	Manuel MachorroⒸ , Eric Tu
Last Hurrah	1st	Closing Government	View Ballot	Manuel MachorroⒸ , Eric Tu
HH VAMOSSSSSS	3rd	Closing Opposition	View Ballot	Manuel MachorroⒸ , Eric Tu
HH The Last Dance	2nd	Opening Government	View Ballot	Pranav AnandⒸ , Arturo Serrano Borrero , Cayden Pocrass
Swarthmore A	4th	Opening Opposition	View Ballot	Pranav AnandⒸ , Arturo Serrano Borrero , Cayden Pocrass
TEC CEM Torta de Chilaquil	3rd	Closing Government	View Ballot	Pranav AnandⒸ , Arturo Serrano Borrero , Cayden Pocrass
Harvard AL	1st	Closing Opposition	View Ballot	Pranav AnandⒸ , Arturo Serrano Borrero , Cayden Pocrass
Duke SZ	2nd	Opening Government	View Ballot	Elgin LinⒸ , Silin Wei , Vanessa Arroyo
2 of Amerikaz Most Wanted	4th	Opening Opposition	View Ballot	Elgin LinⒸ , Silin Wei , Vanessa Arroyo
McGill LT	1st	Closing Government	View Ballot	Elgin LinⒸ , Silin Wei , Vanessa Arroyo
Yale LM	3rd	Closing Opposition	View Ballot	Elgin LinⒸ , Silin Wei , Vanessa Arroyo
TECTOL-UAEMEX	2nd	Opening Government	View Ballot	Nitin AlaguⒸ , Hayley Cheung
TMX Jose y Luis	1st	Opening Opposition	View Ballot	Nitin AlaguⒸ , Hayley Cheung
Red Raider Debaters	3rd	Closing Government	View Ballot	Nitin AlaguⒸ , Hayley Cheung
TEC CEM Tacos de mixiote	4th	Closing Opposition	View Ballot	Nitin AlaguⒸ , Hayley Cheung
Yale ST	2nd	Opening Government	View Ballot	Tanvir ShahriarⒸ , Stephanie Chen
Queen&#x27;s Nimai Abernethy	1st	Opening Opposition	View Ballot	Tanvir ShahriarⒸ , Stephanie Chen
Stanford QF	4th	Closing Government	View Ballot	Tanvir ShahriarⒸ , Stephanie Chen
Columbia C	3rd	Closing Opposition	View Ballot	Tanvir ShahriarⒸ , Stephanie Chen
McGill WA	4th	Opening Government	View Ballot	Fernanda Crousillat RayterⒸ , Audrey Melody
Yale DG	2nd	Opening Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Audrey Melody
Rochester IN	3rd	Closing Government	View Ballot	Fernanda Crousillat RayterⒸ , Audrey Melody
HH Whose gonna carry the boat?!	1st	Closing Opposition	View Ballot	Fernanda Crousillat RayterⒸ , Audrey Melody
Harvard HS	1st	Opening Government	View Ballot	Kira WaldhalmⒸ , Sabás Alejandro Colmenares Lasnibat , Vallerya Acuna
UWODS CL	4th	Opening Opposition	View Ballot	Kira WaldhalmⒸ , Sabás Alejandro Colmenares Lasnibat , Vallerya Acuna
USC SW	3rd	Closing Government	View Ballot	Kira WaldhalmⒸ , Sabás Alejandro Colmenares Lasnibat , Vallerya Acuna
USC BK	2nd	Closing Opposition	View Ballot	Kira WaldhalmⒸ , Sabás Alejandro Colmenares Lasnibat , Vallerya Acuna
USC LD	2nd	Opening Government	View Ballot	Justin WuⒸ , Kenn Jiang , Nathaniel Tesfaye
Stanford CT	1st	Opening Opposition	View Ballot	Justin WuⒸ , Kenn Jiang , Nathaniel Tesfaye
maybe I&#x27;m delusional ☝️ debate is 	4th	Closing Government	View Ballot	Justin WuⒸ , Kenn Jiang , Nathaniel Tesfaye
Stanford TY	3rd	Closing Opposition	View Ballot	Justin WuⒸ , Kenn Jiang , Nathaniel Tesfaye
Stanford LS	4th	Opening Government	View Ballot	Lelan HuⒸ , Molly Callaghan , Valerie Pang
Kalavagunta and Lu	1st	Opening Opposition	View Ballot	Lelan HuⒸ , Molly Callaghan , Valerie Pang
Dartmouth A	3rd	Closing Government	View Ballot	Lelan HuⒸ , Molly Callaghan , Valerie Pang
McGill RM	2nd	Closing Opposition	View Ballot	Lelan HuⒸ , Molly Callaghan , Valerie Pang
UWODS A	3rd	Opening Government	View Ballot	Mauricio Jarufe CaballeroⒸ , Jorge Alberto Galindo Jasso , Rohan Goda
HH Xi Simping	1st	Opening Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , Jorge Alberto Galindo Jasso , Rohan Goda
EDS A	4th	Closing Government	View Ballot	Mauricio Jarufe CaballeroⒸ , Jorge Alberto Galindo Jasso , Rohan Goda
HWS A	2nd	Closing Opposition	View Ballot	Mauricio Jarufe CaballeroⒸ , Jorge Alberto Galindo Jasso , Rohan Goda
Technocratic communism	3rd	Opening Government	View Ballot	William ZhangⒸ , Casey Powell , William Chen
Stanford BZ	4th	Opening Opposition	View Ballot	William ZhangⒸ , Casey Powell , William Chen
TEC CEM Quesadillas &lt;3	2nd	Closing Government	View Ballot	William ZhangⒸ , Casey Powell , William Chen
Dartmouth C	1st	Closing Opposition	View Ballot	William ZhangⒸ , Casey Powell , William Chen
UBC TB	1st	Opening Government	View Ballot	Juanita Hincapié RestrepoⒸ , Gianluca Lo Porto , Varun Lodaya
UCBerkeley XK	3rd	Opening Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Gianluca Lo Porto , Varun Lodaya
UCBerkeley HE	2nd	Closing Government	View Ballot	Juanita Hincapié RestrepoⒸ , Gianluca Lo Porto , Varun Lodaya
TMX Azulitos	4th	Closing Opposition	View Ballot	Juanita Hincapié RestrepoⒸ , Gianluca Lo Porto , Varun Lodaya
HH $2.4 Million Settlement	2nd	Opening Government	View Ballot	Ann TranⒸ , Andy Yescas , Jasmine Goncalves Piment
Columbia B	3rd	Opening Opposition	View Ballot	Ann TranⒸ , Andy Yescas , Jasmine Goncalves Piment
Middlebury SW	1st	Closing Government	View Ballot	Ann TranⒸ , Andy Yescas , Jasmine Goncalves Piment
/the/ mini eggs !	4th	Closing Opposition	View Ballot	Ann TranⒸ , Andy Yescas , Jasmine Goncalves Piment
Yale NS	2nd	Opening Government	View Ballot	Meg KandarpaⒸ , Greg Kwok
Columbia A	4th	Opening Opposition	View Ballot	Meg KandarpaⒸ , Greg Kwok
Harvard GM	1st	Closing Government	View Ballot	Meg KandarpaⒸ , Greg Kwok
Stanford BD	3rd	Closing Opposition	View Ballot	Meg KandarpaⒸ , Greg Kwok


team	result	side	adjudicators
Kalavagunta and Lu	advancing	Opening Government	Lelan HuⒸ , Stephanie Chen , Varun Lodaya
California girls, we&#x27;re unforgetta	eliminated	Opening Opposition	Lelan HuⒸ , Stephanie Chen , Varun Lodaya
HWS A	advancing	Closing Government	Lelan HuⒸ , Stephanie Chen , Varun Lodaya
Stanford BD	eliminated	Closing Opposition	Lelan HuⒸ , Stephanie Chen , Varun Lodaya
HH The Last Dance	advancing	Opening Government	Daksha PillaiⒸ , Fernanda Crousillat Rayter , Natalia García
UBC TB	eliminated	Opening Opposition	Daksha PillaiⒸ , Fernanda Crousillat Rayter , Natalia García
Yale NS	eliminated	Closing Government	Daksha PillaiⒸ , Fernanda Crousillat Rayter , Natalia García
McGill RM	advancing	Closing Opposition	Daksha PillaiⒸ , Fernanda Crousillat Rayter , Natalia García
Stanford LS	advancing	Opening Government	Rohan GodaⒸ , Arturo Serrano Borrero , Meg Kandarpa
HH Xi Simping	eliminated	Opening Opposition	Rohan GodaⒸ , Arturo Serrano Borrero , Meg Kandarpa
Harvard AL	eliminated	Closing Government	Rohan GodaⒸ , Arturo Serrano Borrero , Meg Kandarpa
Harvard GM	advancing	Closing Opposition	Rohan GodaⒸ , Arturo Serrano Borrero , Meg Kandarpa
Yale ST	advancing	Opening Government	Anette XiaⒸ , Greg Kwok , Juanita Hincapié Restrepo
Dartmouth A	advancing	Opening Opposition	Anette XiaⒸ , Greg Kwok , Juanita Hincapié Restrepo
Queen&#x27;s Nimai Abernethy	eliminated	Closing Government	Anette XiaⒸ , Greg Kwok , Juanita Hincapié Restrepo
Columbia C	eliminated	Closing Opposition	Anette XiaⒸ , Greg Kwok , Juanita Hincapié Restrepo


team	result	side	adjudicators
Yale ST	eliminated	Opening Government	Juanita Hincapié RestrepoⒸ , Daksha Pillai , Meg Kandarpa , Pranav Anand , Stephanie Chen
McGill RM	advancing	Opening Opposition	Juanita Hincapié RestrepoⒸ , Daksha Pillai , Meg Kandarpa , Pranav Anand , Stephanie Chen
HH The Last Dance	eliminated	Closing Government	Juanita Hincapié RestrepoⒸ , Daksha Pillai , Meg Kandarpa , Pranav Anand , Stephanie Chen
Dartmouth A	advancing	Closing Opposition	Juanita Hincapié RestrepoⒸ , Daksha Pillai , Meg Kandarpa , Pranav Anand , Stephanie Chen
Stanford LS	advancing	Opening Government	Elgin LinⒸ , Isolda Vela , Manuel Machorro , Natalia García , Tanvir Shahriar
HWS A	eliminated	Opening Opposition	Elgin LinⒸ , Isolda Vela , Manuel Machorro , Natalia García , Tanvir Shahriar
Harvard GM	eliminated	Closing Government	Elgin LinⒸ , Isolda Vela , Manuel Machorro , Natalia García , Tanvir Shahriar
Kalavagunta and Lu	advancing	Closing Opposition	Elgin LinⒸ , Isolda Vela , Manuel Machorro , Natalia García , Tanvir Shahriar


team	result	side	adjudicators
Kalavagunta and Lu	eliminated	Opening Government	Juanita Hincapié RestrepoⒸ , Elgin Lin , Fernanda Crousillat Rayter , Lelan Hu , Natalia García , Pranav Anand , Serena Yuan
Stanford LS	eliminated	Opening Opposition	Juanita Hincapié RestrepoⒸ , Elgin Lin , Fernanda Crousillat Rayter , Lelan Hu , Natalia García , Pranav Anand , Serena Yuan
Dartmouth A	advancing	Closing Government	Juanita Hincapié RestrepoⒸ , Elgin Lin , Fernanda Crousillat Rayter , Lelan Hu , Natalia García , Pranav Anand , Serena Yuan
McGill RM	eliminated	Closing Opposition	Juanita Hincapié RestrepoⒸ , Elgin Lin , Fernanda Crousillat Rayter , Lelan Hu , Natalia García , Pranav Anand , Serena Yuan


team	result	side	adjudicators
Middlebury SG	eliminated	Opening Government	Serena YuanⒸ , Fernanda Crousillat Rayter , Lelan Hu , Preethi Mohan , Varun Lodaya
Middlebury SW	eliminated	Opening Opposition	Serena YuanⒸ , Fernanda Crousillat Rayter , Lelan Hu , Preethi Mohan , Varun Lodaya
TEC CEM Quesadillas &lt;3	eliminated	Closing Government	Serena YuanⒸ , Fernanda Crousillat Rayter , Lelan Hu , Preethi Mohan , Varun Lodaya
TEC CEM Torta de Chilaquil	advancing	Closing Opposition	Serena YuanⒸ , Fernanda Crousillat Rayter , Lelan Hu , Preethi Mohan , Varun Lodaya


team	result	side	adjudicators
HWS B	eliminated	Opening Government	Isolda VelaⒸ , Jack Morgenstein , Mauricio Jarufe Caballero , Molly Callaghan , Silin Wei
Paradise City	eliminated	Opening Opposition	Isolda VelaⒸ , Jack Morgenstein , Mauricio Jarufe Caballero , Molly Callaghan , Silin Wei
UCBerkeley XK	advancing	Closing Government	Isolda VelaⒸ , Jack Morgenstein , Mauricio Jarufe Caballero , Molly Callaghan , Silin Wei
McGill LT	eliminated	Closing Opposition	Isolda VelaⒸ , Jack Morgenstein , Mauricio Jarufe Caballero , Molly Callaghan , Silin Wei

